id,nombre,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidad_total,lon,lat
854,centro civico                                         ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,-0.7176670000000015,38.11307699999998
856,"casa consistorial, centro civico y consultorio        ",accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,-0.27524650000000417,38.75657900000003
857,residencia 3a edad                                    ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,-0.2747351000000044,38.75657320000002
861,nuevo ayuntamiento                                    ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,0.1643522000000019,38.78839120000003
862,centro social y conservat                             ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,0.1593308999999932,38.789518099999995
870,"biblioteca, casa de la cultura, llar 3a edat          ",accesibilidad media                             ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,-0.00880500000000025,38.74223300000004
872,museo etnologico                                      ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,-0.0143187000000016,38.742633499999975
877,ceip sagrada familia                                  ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad baja                              ,-0.5066200000000014,38.53077900000004
879,casa de cultura                                       ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,-0.506757000000002,38.542083000000005
881,teatret                                               ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,-0.5067860000000042,38.54248900000002
883,oficinas generales                                    ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad alta                              ,accesibilidad baja                              ,-0.506932000000005,38.539342999999995
765,nuevas dependencias de la casa consistorial (ayuntamie,accesibilidad media                             ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad alta                              ,accesibilidad media                             ,-0.10172630000000078,38.57957100000005
767,centro de dia                                         ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,-0.09650119999999977,38.575395899999954
772,centro cultural escoles velles                      ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad alta                              ,accesibilidad media                             ,-0.10056700000000614,38.58020799999996
882,espacio polivalente segorb                            ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad media                             ,-0.5065019999999977,38.534348000000016
598,casa cultura                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5153450000000018,38.77775200000001
605,casa consistorial                                     ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-1.0032850000000038,38.33880400000001
606,"centro civico social, biblioteca y 3a edad (1 fase)   ",accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-1.0023880000000005,38.33862900000001
607,"centro civico social, biblioteca y 3a edad (2 fase)   ",accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-1.002274000000004,38.33840599999999
609,colegio publico virgen del remedio y 6 viviencas maest,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-1.0052670000000057,38.33693200000001
611,teatro auditorio                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-1.0033629999999996,38.34004799999995
612,local amas de casa                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-1.0036030000000011,38.34006299999996
614,centro ocupacional ada                                ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.784070999999996,38.10953800000002
615,centro tercera edad                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7877830000000017,38.10816400000002
618,escuelas municipales 1927                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7935490000000027,38.10970100000005
619,centro cultural                                       ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,-0.7876670000000019,38.10798
622,c. salut casc antic                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.05478380000000119,38.60150140000001
624,centre social 3a edat                                 ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.04814969999999417,38.602525000000014
625,fpa                                                   ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.04601479999999499,38.6055224
626,casa de cultura                                       ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.0491725000000049,38.60039949999999
629,escola de musica                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.04884599999999608,38.59937599999996
630,palau altea                                           ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.058181999999992365,38.599363300000036
631,casa toni el fuster                                   ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.05164660000000316,38.59946570000004
632,centre juvenil                                        ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.044309600000000886,38.60528269999996
634,"casa consistorial ""locales municipales en plaza mayor,",accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.768712,38.34624499999998
636,centro de salud                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7688600000000054,38.34806999999999
639,centro social barrio la coca (centro de adultos)      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7642440000000046,38.342447000000035
640,"colegio privado ""virgen de las nieves""                ",accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7668700000000029,38.34841200000002
641,"colegio publico ""dr. calatayud""                       ",accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7709409999999953,38.344260000000006
642,"colegio publico ""el castillo""                         ",accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7729750000000013,38.34800799999996
643,"colegio publico ""la paloma""                           ",accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7678630000000004,38.33812799999996
644,"colegio publico ""la paloma"" (colegio moscardo)        ",accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7688100000000041,38.34165300000003
645,"colegio publico ""la serranica""                        ",accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.7616849999999977,38.346371000000005
646,"colegio publico ""vistahermosa 2 ram-8""                ",accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7695789999999927,38.341983000000035
647,"colegio publico ""vistahermosa i                       ",accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7673909999999972,38.33737999999996
650,centro cultural y casa de la juventud                 ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.769917999999998,38.34421300000002
651,ateneo musical                                        ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7662110000000056,38.348053999999955
653,teatro wagner                                         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.7711860000000027,38.34333500000003
654,ayuntamiento                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6568469999999923,38.71637900000004
657,"locales de partidos politicos, asistenta social, adl y",accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6570610000000044,38.71639100000001
659,colegio la malena (conservatorio municipal de musica) ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6547940000000019,38.716015
662,casa de la cultura                                    ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.6550870000000019,38.71552799999997
663,local exposciones (anexo teatro)                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6573289999999998,38.71583
664,sociedad musical                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6571539999999996,38.715418999999976
665,teatro principal                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.6573279999999966,38.71582099999998
666,castillo de banyeres (museo festero)                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6573839000000039,38.71571340000002
667,edf. local de la juventud y emisoria de radio         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6581600000000056,38.71553899999999
668,edf. museo del papeldel pais valencia (villa rosario) ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6557189999999985,38.72214499999999
669,museo arqueologico torre font bona                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6573300000000002,38.72081600000002
670,museo de la espardenya (villa rosario)                ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6548340000000002,38.72247399999999
671,museo de la farmacia (villa rosario)                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6558190000000027,38.72140000000004
672,ayuntamiento                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7658880000000031,38.69963999999997
674,centro pensionistas y jubilados                       ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7669330000000028,38.700365
676,colegio publico divina aurora                         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.760597000000005,38.70017899999996
678,auditorio municipal                                   ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.7681739999999949,38.700039999999994
680,museo navarro/ sala de exposiciones temporales        ,accesibilidad media                             ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7682110000000024,38.698395000000005
681,casa consistorial                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.11164799999999876,38.67656400000002
682,centro polivalente (cultural-social-ensenyanza-sanitar,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.11132000000000468,38.67510399999996
684,c.p. azorin                                           ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.047883899999997225,38.648529400000044
686,cp olta                                               ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.039925799999995466,38.64448840000003
687,casa cultura                                          ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.04381119999999762,38.64289869999997
688,edificio multiusos                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.049184999999996676,38.6553226
689,igualdad                                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.042468800000001534,38.6446586
690,museo torreo de la pea                               ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.044650600000002635,38.64482160000001
691,museo arqueologico                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.044561599999995816,38.64458569999996
692,museo de la senyoreta                                 ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.04391189999999273,38.644060899999964
693,museo del coco                                        ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.049184999999996676,38.6553226
698,hogar del jubilado                                    ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8018929999999966,38.160831000000016
701,vivienda social                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.800989999999996,38.16156
702,ceip azorin                                           ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8028360000000052,38.16125100000004
703,centro de formacion                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8019659999999983,38.15638699999995
704,escuela infantil                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8043690000000046,38.165271999999945
705,ies catral                                            ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.8017780000000039,38.164920000000016
709,casa consistorial                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.887299000000006,38.14160199999998
715,ayuntamiento                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.010533999999998132,38.846967000000014
716,hogar del jubilado                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.012355000000003958,38.844989000000034
718,edificio multiusos emaus                            ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.010049999999997896,38.841796000000045
719,edificio usos multiples                               ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.011310000000002372,38.84639399999996
720,casa consistorial                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.26773159999999807,38.73495130000001
724,antiguo consultorio                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.21151299999999945,38.56753099999999
727,ceip puig campana                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.21248099999999673,38.56903700000005
729,biblioteca                                            ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.21124799999999405,38.56727700000002
730,casa cultura                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.21033500000000233,38.56828499999996
735,extension administrativa la cala                    ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.16845999999999578,38.53196100000003
737,sala actividades la cala                            ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.16665899999999947,38.52952400000005
738,3a edad                                               ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7467669999999968,38.08449800000003
743,"edifici al c/ del dr. gomez ferrer, 44                ",accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.08416599999999969,38.775024999999985
745,edifici del grup escolar santissim crist              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.08371200000000038,38.77054999999998
747,casa consistorial                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.19866200000000028,38.67749700000003
748,consultorio auxiliar                                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.19870000000000143,38.67564799999995
749,colegio publico                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.19882999999999704,38.677611999999996
750,casa de cultura                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.2003000000000045,38.67560299999999
753,servicios sociales                                    ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8648949999999965,38.061160999999956
754,ceip virgen de belen                                  ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8696399999999939,38.06234500000005
756,asociacion de mujeres                                 ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.8665830000000041,38.06139399999998
