id,nombre,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidad_total,lon,lat
757,casa consistorial                                     ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.3118476000000065,38.84530809999997
761,auditorio y escuela de musica                         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.31064419999999543,38.84250929999999
762,casa del poble                                        ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.31172069999999674,38.84505350000002
763,casa dels joves                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.3109298999999965,38.8440073
768,centro de salud (cesion de uso a gva-salud)           ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.10017440000000208,38.57853689999997
771,casa de cultura                                       ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.09872200000000639,38.57947799999997
773,antiguo cuartel de carabineros (centro de educacion am,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.0643389000000025,38.570096599999985
775,casa consistorial                                     ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.4247841999999982,38.77221530000001
778,museo                                                 ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.42516159999999337,38.77192120000004
779,casa consistorial                                     ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.10940270000000023,38.7782766
780,centro social 3a edad de fleixy antiguo ayuntamiento  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.10936890000000542,38.777854799999965
781,consultorio medico y centro social de benimaurell     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.12736709999999798,38.77334249999996
782,edificio multiusos y antiguo consultorio de campell   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.10134130000000038,38.78050929999995
785,barbera aragones                                      ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.23024999999999696,38.51036699999998
790,c.p. egb virgen del pilar                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7425660000000033,38.02939700000002
793,casa de la juventud                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7445049999999958,38.027692999999985
794,casa cultura                                          ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.838593999999997,38.43610900000003
796,centro de tercera edad fco. alted palomares           ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7706460000000013,38.38689000000001
798,centro salud agua deportivo (csad)                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.757318999999995,38.382746999999995
799,centro social de recreo de personas mayores carmencita,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7721049999999959,38.378532000000014
800,centro tercera edad barrio la garrova                 ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7657529999999961,38.385327000000004
803,tapis                                                 ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7715910000000019,38.38990699999999
804,centro cultural gomez tortosa+ oficina turismo +biblio,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7652099999999964,38.38631800000003
807,aulas municipales de uso polivalente                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7672080000000008,38.386852000000026
808,casal de la juventud                                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7687779999999937,38.38109500000001
809,centro polivalente asociaciones (antiguo centro de sal,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7570850000000057,38.384541
812,edifici de la escoleta infantil                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.021635000000002253,38.82800699999998
814,auditori municipal                                    ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.020007700000003438,38.8254555
815,auditori municipal                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.020447699999997872,38.82548040000002
816,aulari de musica                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.017166999999994208,38.825250000000004
817,edifici el prado . sala multiusos                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.016266999999996236,38.82869499999997
820,centro social polivalente                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6745159999999999,38.62888799999997
821,centro cultural                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.6726269999999972,38.630322999999954
822,museo de la munyeca                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.6742249999999959,38.62863700000001
825,centro social plazoleta del pilar 3 pbj de xirles     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.13616899999999726,38.63403500000002
826,centro social la alberca                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.1434840000000052,38.594267000000016
828,edificio centro social c. san ramon no 36             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.13431599999999572,38.63431700000001
830,edificio antiguo ceip sant roc                        ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.13559300000000657,38.61260699999999
831,edificio nuevo ceip sant roc                          ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.1361750000000043,38.61436200000003
832,edificio casa de cultura                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.12697199999999836,38.62171299999998
833,edificio casa museo gabriel miro                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.1306620000000022,38.62238300000001
834,casa consistorial                                     ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.3155695000000022,38.72471409999998
835,consultorio auxiliar                                  ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.3155695000000022,38.72471409999998
836,hogar 3a edad                                         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.31542780000000126,38.72355819999999
838,ayuntamiento                                          ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.9133150000000023,38.51988700000003
839,servicios sociales - casa carcel                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.9133140000000047,38.519589000000046
840,antiguas escuelas                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.9118669999999968,38.51886400000003
843,centro polivalente                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.9122599999999985,38.52034199999997
847,centro polivalente sociocultural                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7161860000000033,38.11214600000002
850,la expo antigua escuela infantil                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.718345999999997,38.114405
855,museo arqueologico                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.7190869999999953,38.112171999999994
858,centro cultural                                       ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.2750528000000023,38.757101600000034
859,casa de la cultura                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,-0.863341000000002,38.63148700000003
860,casa consistorial                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.1635910999999947,38.788993700000006
863,escuela infantil municipal                            ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.1576499999999949,38.78885999999998
864,casa cultura                                          ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.16379239999999662,38.789028000000044
865,biblioteca municipal                                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.16322470000000208,38.78850360000001
866,instituto musical                                     ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.16863689999999887,38.79204420000003
867,edificio ca lambert                                   ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,0.16208840000000455,38.78793310000001
868,museo soler blasco                                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,0.16296640000000062,38.7885897
869,"ajuntament, salo d'actes                              ",accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.012205199999999335,38.73923159999998
871,escola musica                                         ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.011733699999996839,38.740885
873,casa consistorial                                     ,accesibilidad media                             ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad media                             ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5071220000000013,38.539388999999964
874,casal tercera edad                                    ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.506757999999996,38.53963400000004
875,ceip cristobal colon                                  ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5013059999999958,38.542736999999974
876,ceip eloi coloma                                      ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5062510000000007,38.54219100000003
878,biblioteca                                            ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad media                             ,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5050599999999955,38.53857499999999
880,escuela de musica                                     ,accesibilidad baja                              ,accesibilidad muy baja. barreras arquitectonicas,accesibilidad muy baja. barreras arquitectonicas,accesibilidad baja                              ,accesibilidad alta                              ,accesibilidad muy baja. barreras arquitectonicas,-0.5067840000000022,38.54307599999997
