id,nombre,accesibilidat_total,e4_servicios_higienicos,lat,lon
206189971,Sergio Cardell,Accesibilidad alta,Accesibilidad baja,38.3647338,-0.4323103
211369655,,Accesibilidad alta,Accesibilidad baja,38.3672123,-0.4285691
211514336,,Accesibilidad alta,Accesibilidad baja,38.3651613,-0.4313659
219237024,Mirador del castillo,Accesibilidad alta,Accesibilidad baja,38.3481957,-0.4795226
245422340,Valencia Once,Accesibilidad alta,Accesibilidad alta,38.3525297,-0.4838708
246255153,Mercadona,Accesibilidad alta,Accesibilidad baja,38.3617135,-0.4802513
246363205,,Accesibilidad alta,Accesibilidad baja,38.3624904,-0.47971
256979098,Torre Mauro,Accesibilidad alta,Accesibilidad baja,38.3660534,-0.4308318
257923135,,Accesibilidad alta,Accesibilidad baja,38.3747376,-0.4831352
257923302,,Accesibilidad alta,Accesibilidad baja,38.3757845,-0.481119
259592166,Correos,Accesibilidad alta,Accesibilidad baja,38.3656993,-0.4311114
274575039,Primark,Accesibilidad alta,Accesibilidad baja,38.3672564,-0.4696366
280587275,Nacara,Accesibilidad alta,Accesibilidad baja,38.3665208,-0.4290554
300088166,Restaurante Tailandes Sabatika,Accesibilidad alta,Accesibilidad baja,38.3663084,-0.4304591
319276779,Restaurante Darsena,Accesibilidad alta,Accesibilidad baja,38.338395,-0.4869017
353155198,Hospital,Accesibilidad alta,Accesibilidad baja,38.3643274,-0.4838579
378740180,Juan Garcia Ortiz,Accesibilidad alta,Accesibilidad baja,38.3588079,-0.4727597
390011926,,Accesibilidad alta,Accesibilidad baja,38.2794258,-0.5201362
390011927,,Accesibilidad alta,Accesibilidad baja,38.2818746,-0.5203901
390011928,,Accesibilidad alta,Accesibilidad baja,38.2839735,-0.5204514
430699380,Centro de Salud Ciudad Jardin,Accesibilidad alta,Accesibilidad alta,38.3754255,-0.4949514
478532315,Holanda,Accesibilidad alta,Accesibilidad baja,38.3681319,-0.4198137
548341321,Canela,Accesibilidad alta,Accesibilidad baja,38.3662597,-0.4304644
663884681,BBVA,Accesibilidad alta,Accesibilidad baja,38.3639818,-0.4314956
674102491,La Masa de Tomasa,Accesibilidad alta,Accesibilidad baja,38.3478149,-0.4845617
940123398,Mercado,Accesibilidad alta,Accesibilidad baja,38.3483516,-0.4847737
940123839,MARQ-Castillo,Accesibilidad alta,Accesibilidad baja,38.3519992,-0.4764427
1002062211,Eleuterio Maisonnave,Accesibilidad alta,Accesibilidad baja,38.3435353,-0.4889015
1242093861,NH,Accesibilidad alta,Accesibilidad baja,38.3364538,-0.50713
1317197203,La Lonja,Accesibilidad alta,Accesibilidad baja,38.349374,-0.4867714
1375040823,,Accesibilidad alta,Accesibilidad baja,38.3490457,-0.4807116
1507145793,Mercado-El Sabio,Accesibilidad alta,Accesibilidad baja,38.3472844,-0.4869425
1511245271,Rambla-Portal de Elche,Accesibilidad alta,Accesibilidad baja,38.3446147,-0.4834853
1511245277,Rambla-San Jose,Accesibilidad alta,Accesibilidad baja,38.3451765,-0.4836064
1511317466,C.A. Montemar,Accesibilidad alta,Accesibilidad baja,38.3571008,-0.4764069
1511317487,Avenida de Denia - Canonigo Penalva,Accesibilidad alta,Accesibilidad baja,38.3526538,-0.4728363
1511494323,Gaston Castello (TRAM),Accesibilidad alta,Accesibilidad baja,38.3733039,-0.4870928
1511494363,Calderon-La Lonja,Accesibilidad alta,Accesibilidad baja,38.3499284,-0.4857024
1512690889,Mercado-El Sabio,Accesibilidad alta,Accesibilidad baja,38.3473981,-0.486665
1513068015,Explanada De Espa?a,Accesibilidad alta,Accesibilidad baja,38.3436603,-0.4827888
1513972179,Padre Espla-Vidal,Accesibilidad alta,Accesibilidad baja,38.3562851,-0.4782265
1513972227,Palmeretes,Accesibilidad alta,Accesibilidad baja,38.3553339,-0.4824524
1513972250,Pio XII,Accesibilidad alta,Accesibilidad baja,38.355832,-0.4799831
1513972251,Pio XII,Accesibilidad alta,Accesibilidad baja,38.3553998,-0.479968
1513972258,Misericordia,Accesibilidad alta,Accesibilidad baja,38.3520973,-0.4835943
1513972261,Misericordia,Accesibilidad alta,Accesibilidad baja,38.3520536,-0.4837578
1515221018,Rambla-San Jose,Accesibilidad alta,Accesibilidad baja,38.3453614,-0.4837026
1516282579,Castello-Esmeralda,Accesibilidad alta,Accesibilidad baja,38.3747007,-0.4871262
1516282584,C.P. Lucentum,Accesibilidad alta,Accesibilidad baja,38.3748133,-0.4932411
1516287318,Alacant-Estels,Accesibilidad alta,Accesibilidad baja,38.3459294,-0.4908702
1523080679,La Olivera,Accesibilidad alta,Accesibilidad baja,38.3579082,-0.4747783
1523080685,Bulevar del Pla (TRAM),Accesibilidad alta,Accesibilidad baja,38.3587963,-0.4724778
1523080688,C.A. Montemar,Accesibilidad alta,Accesibilidad baja,38.3572522,-0.4765063
1523080699,La Olivera,Accesibilidad alta,Accesibilidad baja,38.3578562,-0.4744059
1523080700,Bulevar del Pla (TRAM),Accesibilidad alta,Accesibilidad baja,38.3589719,-0.471569
1523338963,Av. Naciones,Accesibilidad alta,Accesibilidad baja,38.3623141,-0.4203368
1524393292,V. Reyes,Accesibilidad alta,Accesibilidad baja,38.3648024,-0.4720701
1524471968,C.C. Gran Via,Accesibilidad alta,Accesibilidad baja,38.3656229,-0.4712372
1527222141,Cafeteria Mare Nostrum,Accesibilidad alta,Accesibilidad baja,38.3444062,-0.4956106
1527222194,Tim Hortons,Accesibilidad alta,Accesibilidad baja,38.3444617,-0.4958563
1527222296,,Accesibilidad alta,Accesibilidad baja,38.3444911,-0.4959792
1549190954,Rambla-Portal de Elche,Accesibilidad alta,Accesibilidad baja,38.3447573,-0.4833699
1577005184,Garbinet,Accesibilidad alta,Accesibilidad baja,38.3624308,-0.4783146
1577005211,Hospital,Accesibilidad alta,Accesibilidad baja,38.3642932,-0.483873
1620592777,Gloria Ferez,Accesibilidad alta,Accesibilidad baja,38.3651713,-0.4970922
1675139425,Mercadona,Accesibilidad alta,Accesibilidad baja,38.3397316,-0.4997953
2023653758,Soda Bar,Accesibilidad alta,Accesibilidad baja,38.3465326,-0.4862873
2037073979,Casino Sportium,Accesibilidad alta,Accesibilidad baja,38.3623034,-0.4874003
2201382815,Europa,Accesibilidad alta,Accesibilidad baja,38.3367437,-0.5070558
2316880546,Hostal Les Monges Palace,Accesibilidad alta,Accesibilidad baja,38.3458972,-0.4815316
2422566917,Sergio Cardell,Accesibilidad alta,Accesibilidad baja,38.3647426,-0.4322852
2422566919,Av. Naciones,Accesibilidad alta,Accesibilidad baja,38.3623467,-0.4203392
2530982974,FixPhone,Accesibilidad alta,Accesibilidad baja,38.3677022,-0.4262222
2560584199,,Accesibilidad alta,Accesibilidad baja,38.3768789,-0.4871352
2560584203,,Accesibilidad alta,Accesibilidad baja,38.3769439,-0.4871463
2560627782,Garbinet,Accesibilidad alta,Accesibilidad baja,38.3624581,-0.4782298
2561208067,Bulevar del Pla,Accesibilidad alta,Accesibilidad baja,38.359949,-0.4720944
2561208073,Bulevar del Pla,Accesibilidad alta,Accesibilidad baja,38.3599791,-0.4720794
2561208092,Pintor Gaston Castello,Accesibilidad alta,Accesibilidad baja,38.3739213,-0.4871507
2561208099,Pintor Gaston Castello,Accesibilidad alta,Accesibilidad baja,38.3739248,-0.4871071
2562749951,La Isleta,Accesibilidad alta,Accesibilidad baja,38.3628861,-0.4470381
2562749955,La Isleta,Accesibilidad alta,Accesibilidad baja,38.3629058,-0.4470711
2656291501,Bar Lucy,Accesibilidad alta,Accesibilidad baja,38.3480984,-0.5104992
2701179186,Cafeteria Jijona Babel,Accesibilidad alta,Accesibilidad baja,38.341069,-0.5064049
2705721083,?ptica Nueva Vision,Accesibilidad alta,Accesibilidad baja,38.3511071,-0.4854794
3076346737,,Accesibilidad alta,Accesibilidad baja,38.2804981,-0.5202591
3077275279,,Accesibilidad alta,Accesibilidad baja,38.2833225,-0.5205996
3112504451,,Accesibilidad alta,Accesibilidad baja,38.2780039,-0.5201235
3220961489,,Accesibilidad alta,Accesibilidad baja,38.3750778,-0.495201
3435704796,Supercor,Accesibilidad alta,Accesibilidad baja,38.3479677,-0.4845536
3670782351,Ascensor al Castillo de Santa Barbara,Accesibilidad alta,Accesibilidad baja,38.3467887,-0.4769547
3786621033,,Accesibilidad alta,Accesibilidad baja,38.3520443,-0.4744132
3790106237,,Accesibilidad alta,Accesibilidad baja,38.3486995,-0.476847
3810381358,Telepizza,Accesibilidad alta,Accesibilidad baja,38.3445308,-0.5094853
4036838777,San Gabriel-Cercanias,Accesibilidad alta,Accesibilidad baja,38.3290672,-0.5091648
4213602752,Luceros,Accesibilidad alta,Accesibilidad baja,38.3459859,-0.4905968
4213602753,Luceros,Accesibilidad alta,Accesibilidad baja,38.3460752,-0.490648
4213612164,Luceros,Accesibilidad alta,Accesibilidad baja,38.3460283,-0.4906238
4213612165,Mercado,Accesibilidad alta,Accesibilidad baja,38.3481553,-0.4848257
4214533850,Parque del Mar,Accesibilidad alta,Accesibilidad baja,38.3325707,-0.5061936
4254138507,Alcampo,Accesibilidad alta,Accesibilidad baja,38.3547252,-0.4713733
4325223389,,Accesibilidad alta,Accesibilidad baja,38.3652538,-0.4488871
4472230490,,Accesibilidad alta,Accesibilidad baja,38.347807,-0.4797157
5042853328,,Accesibilidad alta,Accesibilidad baja,38.2774265,-0.5200399
5170255870,Pizzeria Popeye,Accesibilidad alta,Accesibilidad baja,38.37011,-0.4144491
5263812915,farmacia Velero Blanco,Accesibilidad alta,Accesibilidad baja,38.384647,-0.4122218
5320606259,DisFruta Zumos Naturales,Accesibilidad alta,Accesibilidad baja,38.3493091,-0.4884099
5332721433,The Good Burger,Accesibilidad alta,Accesibilidad baja,38.3441014,-0.4837338
5795828342,,Accesibilidad alta,Accesibilidad baja,38.2818906,-0.5201681
5795828344,,Accesibilidad alta,Accesibilidad baja,38.281888,-0.5203684
5795828345,,Accesibilidad alta,Accesibilidad baja,38.2818886,-0.5203402
5812316021,,Accesibilidad alta,Accesibilidad baja,38.2832812,-0.5204926
5812316024,,Accesibilidad alta,Accesibilidad baja,38.2825466,-0.5204734
5813384355,Coffee Nutz,Accesibilidad alta,Accesibilidad baja,38.3475316,-0.4845614
5996036967,Representantes,Accesibilidad alta,Accesibilidad baja,38.3523192,-0.4862858
5996036968,Representantes,Accesibilidad alta,Accesibilidad baja,38.3516608,-0.4872809
5997670502,"Rambla Mendez Nu?ez, 4-6",Accesibilidad alta,Accesibilidad baja,38.3441059,-0.4830176
6022982361,V. Reyes,Accesibilidad alta,Accesibilidad baja,38.3648355,-0.4723021
6130594010,Las piramides,Accesibilidad alta,Accesibilidad baja,38.3591127,-0.4821192
6195272850,I2E (Ingenieria Informatica Empresarial),Accesibilidad alta,Accesibilidad baja,38.3451668,-0.5068288
6339497356,Moeve,Accesibilidad alta,Accesibilidad baja,38.3856792,-0.4498206
6355801945,TEDi,Accesibilidad alta,Accesibilidad baja,38.3404801,-0.490889
6372921659,Alohers Coffee Surf,Accesibilidad alta,Accesibilidad baja,38.3629488,-0.4115241
6433820789,Always,Accesibilidad alta,Accesibilidad baja,38.3405526,-0.490716
6455404489,,Accesibilidad alta,Accesibilidad baja,38.2873875,-0.5206304
6517023384,Castello-Esmeralda,Accesibilidad alta,Accesibilidad baja,38.3753557,-0.4872578
6517113431,Denia - CC Plaza Mar 2,Accesibilidad alta,Accesibilidad baja,38.3532276,-0.4735168
6519046444,Denia - Canonigo Penalva II,Accesibilidad alta,Accesibilidad baja,38.3524864,-0.473603
6520168320,EUIPO-Elche,Accesibilidad alta,Accesibilidad baja,38.3125598,-0.5164248
6520168323,EUIPO-Elche,Accesibilidad alta,Accesibilidad baja,38.3128674,-0.5167041
6527860816,,Accesibilidad alta,Accesibilidad baja,38.3407423,-0.4965471
6534101626,Chiringuito Rompeolas,Accesibilidad alta,Accesibilidad baja,38.3462433,-0.4767517
6741881389,Sip and Wonder,Accesibilidad alta,Accesibilidad baja,38.3476979,-0.4874669
6771839271,,Accesibilidad alta,Accesibilidad baja,38.3389795,-0.4943598
6852322078,Udaco,Accesibilidad alta,Accesibilidad baja,38.3482511,-0.4753267
6853669190,Wen Zhou Shang Chang,Accesibilidad alta,Accesibilidad baja,38.3412352,-0.4892395
6855841393,Palmitas,Accesibilidad alta,Accesibilidad alta,38.3441689,-0.4815666
6862927913,,Accesibilidad alta,Accesibilidad baja,38.3498281,-0.4742751
6976111394,,Accesibilidad alta,Accesibilidad baja,38.3554036,-0.480255
7001803486,,Accesibilidad alta,Accesibilidad baja,38.3501091,-0.4869523
7001803489,,Accesibilidad alta,Accesibilidad baja,38.3484312,-0.4871393
7019099187,Federopticos Lledo - Jornet,Accesibilidad alta,Accesibilidad baja,38.3585641,-0.4781891
7253312491,,Accesibilidad alta,Accesibilidad baja,38.3609122,-0.4245807
7298563056,,Accesibilidad alta,Accesibilidad baja,38.3872749,-0.4913016
7323558710,Suma Gestion Tributaria,Accesibilidad alta,Accesibilidad baja,38.3432968,-0.5097687
7612774645,,Accesibilidad alta,Accesibilidad baja,38.3758642,-0.4938806
7638650461,,Accesibilidad alta,Accesibilidad baja,38.387563,-0.4929654
7640613229,,Accesibilidad alta,Accesibilidad baja,38.3751249,-0.4972745
7640641610,,Accesibilidad alta,Accesibilidad baja,38.3754048,-0.4960381
7640641613,,Accesibilidad alta,Accesibilidad baja,38.3755212,-0.4955138
7640843958,,Accesibilidad alta,Accesibilidad baja,38.3746854,-0.4933974
7640856010,,Accesibilidad alta,Accesibilidad baja,38.3750148,-0.4957621
7640856013,,Accesibilidad alta,Accesibilidad baja,38.3753213,-0.4958606
7640856016,,Accesibilidad alta,Accesibilidad baja,38.375364,-0.4952696
7643137880,,Accesibilidad alta,Accesibilidad baja,38.3755447,-0.4959294
7649034803,,Accesibilidad alta,Accesibilidad baja,38.3749651,-0.4925824
7649034805,,Accesibilidad alta,Accesibilidad baja,38.3749393,-0.4925821
7649034807,,Accesibilidad alta,Accesibilidad baja,38.3748774,-0.492469
7657178582,,Accesibilidad alta,Accesibilidad baja,38.3762073,-0.4961171
7658358770,,Accesibilidad alta,Accesibilidad baja,38.3771729,-0.4964433
7658358776,,Accesibilidad alta,Accesibilidad baja,38.377068,-0.496191
7658410622,,Accesibilidad alta,Accesibilidad baja,38.3768845,-0.4963317
7658771053,,Accesibilidad alta,Accesibilidad baja,38.3760221,-0.4963672
7658771054,,Accesibilidad alta,Accesibilidad baja,38.3760381,-0.4963701
7681372443,,Accesibilidad alta,Accesibilidad baja,38.3747134,-0.4920613
7683971433,,Accesibilidad alta,Accesibilidad baja,38.3747249,-0.4928065
7683971435,,Accesibilidad alta,Accesibilidad baja,38.3747245,-0.4927816
7685406988,,Accesibilidad alta,Accesibilidad baja,38.3747026,-0.4898034
7717720947,,Accesibilidad alta,Accesibilidad baja,38.3748374,-0.4891504
7717720963,,Accesibilidad alta,Accesibilidad baja,38.374798,-0.4919296
7717843800,,Accesibilidad alta,Accesibilidad baja,38.3751245,-0.487399
7726703360,,Accesibilidad alta,Accesibilidad baja,38.3740089,-0.4884642
7728221156,,Accesibilidad alta,Accesibilidad baja,38.3747719,-0.49137
7728450231,,Accesibilidad alta,Accesibilidad baja,38.3747136,-0.4920926
7728488000,,Accesibilidad alta,Accesibilidad baja,38.3765638,-0.4896637
7728712999,,Accesibilidad alta,Accesibilidad baja,38.3740505,-0.488145
7729058705,,Accesibilidad alta,Accesibilidad baja,38.3747259,-0.493341
7729131255,,Accesibilidad alta,Accesibilidad baja,38.3741965,-0.4870852
7734149781,,Accesibilidad alta,Accesibilidad baja,38.3716012,-0.4920429
7734785983,,Accesibilidad alta,Accesibilidad baja,38.3758863,-0.4893685
7734795436,,Accesibilidad alta,Accesibilidad baja,38.3750501,-0.4873868
7734795445,,Accesibilidad alta,Accesibilidad baja,38.3748671,-0.489413
7734795446,,Accesibilidad alta,Accesibilidad baja,38.3748794,-0.4892916
7734795447,,Accesibilidad alta,Accesibilidad baja,38.3747076,-0.489492
7734795448,,Accesibilidad alta,Accesibilidad baja,38.3747068,-0.4894056
7734795450,,Accesibilidad alta,Accesibilidad baja,38.375377,-0.4895501
7734795451,,Accesibilidad alta,Accesibilidad baja,38.3754319,-0.4895559
7734839185,,Accesibilidad alta,Accesibilidad baja,38.3760456,-0.4885889
7734839186,,Accesibilidad alta,Accesibilidad baja,38.3761127,-0.4885963
7734839187,,Accesibilidad alta,Accesibilidad baja,38.376156,-0.4881494
7734839188,,Accesibilidad alta,Accesibilidad baja,38.3761129,-0.4881432
7734839189,,Accesibilidad alta,Accesibilidad baja,38.3763541,-0.4880897
7734839190,,Accesibilidad alta,Accesibilidad baja,38.3763502,-0.4881501
7734839192,,Accesibilidad alta,Accesibilidad baja,38.3763783,-0.4883362
7734839194,,Accesibilidad alta,Accesibilidad baja,38.3764297,-0.4883415
7734870242,,Accesibilidad alta,Accesibilidad baja,38.3760742,-0.4895797
7734870243,,Accesibilidad alta,Accesibilidad baja,38.3760782,-0.4894949
7734870245,,Accesibilidad alta,Accesibilidad baja,38.3747025,-0.4898558
7734870246,,Accesibilidad alta,Accesibilidad baja,38.3748141,-0.4904493
7734870247,,Accesibilidad alta,Accesibilidad baja,38.3747577,-0.4904486
7734872751,,Accesibilidad alta,Accesibilidad baja,38.374709,-0.4905293
7734872752,,Accesibilidad alta,Accesibilidad baja,38.3747087,-0.4905752
7734872753,,Accesibilidad alta,Accesibilidad baja,38.3748216,-0.4913714
7737947616,,Accesibilidad alta,Accesibilidad baja,38.3747132,-0.4920303
7737973791,,Accesibilidad alta,Accesibilidad baja,38.3748775,-0.4925436
7737973792,,Accesibilidad alta,Accesibilidad baja,38.3750134,-0.4925828
7741766608,,Accesibilidad alta,Accesibilidad baja,38.3757114,-0.486144
7750127314,,Accesibilidad alta,Accesibilidad baja,38.3741215,-0.4970343
7750127317,,Accesibilidad alta,Accesibilidad baja,38.3740554,-0.4970095
7750127319,,Accesibilidad alta,Accesibilidad baja,38.3740443,-0.4970053
7752008465,,Accesibilidad alta,Accesibilidad baja,38.3765737,-0.489576
7752677836,,Accesibilidad alta,Accesibilidad baja,38.376774,-0.4901788
7765716704,,Accesibilidad alta,Accesibilidad baja,38.3725695,-0.4869031
7774229763,,Accesibilidad alta,Accesibilidad baja,38.3748963,-0.4893491
7775841108,,Accesibilidad alta,Accesibilidad baja,38.3751215,-0.4895409
7776246083,,Accesibilidad alta,Accesibilidad baja,38.3751622,-0.4895363
7776282092,,Accesibilidad alta,Accesibilidad baja,38.3753689,-0.4895745
7776414010,,Accesibilidad alta,Accesibilidad baja,38.3764492,-0.4880163
7778072529,,Accesibilidad alta,Accesibilidad baja,38.376436,-0.4903692
7778072547,,Accesibilidad alta,Accesibilidad baja,38.3759463,-0.4896491
7796595761,,Accesibilidad alta,Accesibilidad baja,38.3855584,-0.489968
7797433396,,Accesibilidad alta,Accesibilidad baja,38.385784,-0.490647
7797433399,,Accesibilidad alta,Accesibilidad baja,38.3857834,-0.4906252
7797433400,,Accesibilidad alta,Accesibilidad baja,38.3857845,-0.4906684
7797433413,,Accesibilidad alta,Accesibilidad baja,38.3869994,-0.4903271
7798110675,,Accesibilidad alta,Accesibilidad baja,38.3747242,-0.4927545
7798163621,,Accesibilidad alta,Accesibilidad baja,38.3747189,-0.493314
7818187621,,Accesibilidad alta,Accesibilidad baja,38.3872651,-0.489442
7818187625,,Accesibilidad alta,Accesibilidad baja,38.3872665,-0.4894655
7818187627,,Accesibilidad alta,Accesibilidad baja,38.3872634,-0.4894148
7821373833,,Accesibilidad alta,Accesibilidad baja,38.3407431,-0.4964965
7821373836,,Accesibilidad alta,Accesibilidad baja,38.340741,-0.4966085
7821373837,,Accesibilidad alta,Accesibilidad baja,38.3398527,-0.496524
7821373838,,Accesibilidad alta,Accesibilidad baja,38.3398551,-0.4964649
7823198109,,Accesibilidad alta,Accesibilidad baja,38.3856412,-0.4892882
7827798328,,Accesibilidad alta,Accesibilidad baja,38.3869962,-0.490294
7827798329,,Accesibilidad alta,Accesibilidad baja,38.3870028,-0.4903644
7827798334,,Accesibilidad alta,Accesibilidad baja,38.3870686,-0.4903706
7827798336,,Accesibilidad alta,Accesibilidad baja,38.3870118,-0.490377
7836100794,,Accesibilidad alta,Accesibilidad baja,38.3870563,-0.4909803
7836100795,,Accesibilidad alta,Accesibilidad baja,38.3870497,-0.4909384
7836100796,,Accesibilidad alta,Accesibilidad baja,38.3870527,-0.4909572
7841091658,,Accesibilidad alta,Accesibilidad baja,38.375433,-0.4871753
7841091659,,Accesibilidad alta,Accesibilidad baja,38.3754301,-0.4872853
7846935813,,Accesibilidad alta,Accesibilidad baja,38.374868,-0.4891566
7846935814,,Accesibilidad alta,Accesibilidad baja,38.3747958,-0.4891419
7847065333,,Accesibilidad alta,Accesibilidad baja,38.3751393,-0.4878615
7847065336,,Accesibilidad alta,Accesibilidad baja,38.3751485,-0.4877879
7849486355,,Accesibilidad alta,Accesibilidad baja,38.3748736,-0.4871164
7849486357,,Accesibilidad alta,Accesibilidad baja,38.3749623,-0.4871314
7849614581,,Accesibilidad alta,Accesibilidad baja,38.3749423,-0.4867271
7849648795,,Accesibilidad alta,Accesibilidad baja,38.3747592,-0.4862306
7859512785,,Accesibilidad alta,Accesibilidad baja,38.3752418,-0.4972742
7862885288,,Accesibilidad alta,Accesibilidad baja,38.3747027,-0.4897461
7862930791,,Accesibilidad alta,Accesibilidad baja,38.3740625,-0.4894996
7862930793,,Accesibilidad alta,Accesibilidad baja,38.3740615,-0.4894058
7862930794,,Accesibilidad alta,Accesibilidad baja,38.3740629,-0.4898565
7866179906,,Accesibilidad alta,Accesibilidad baja,38.3740681,-0.4905789
7866179908,,Accesibilidad alta,Accesibilidad baja,38.3740674,-0.4905305
7873556005,,Accesibilidad alta,Accesibilidad baja,38.3748774,-0.4924088
7873577648,,Accesibilidad alta,Accesibilidad baja,38.3748156,-0.4933461
7873577650,,Accesibilidad alta,Accesibilidad baja,38.3748609,-0.4933482
7873613341,,Accesibilidad alta,Accesibilidad baja,38.3746805,-0.4934552
7873613342,,Accesibilidad alta,Accesibilidad baja,38.3746885,-0.4933597
7873771250,,Accesibilidad alta,Accesibilidad baja,38.3750803,-0.4951753
7873771251,,Accesibilidad alta,Accesibilidad baja,38.3750754,-0.4952248
7873771252,,Accesibilidad alta,Accesibilidad baja,38.3750823,-0.4951556
7876292193,,Accesibilidad alta,Accesibilidad baja,38.3747747,-0.4919292
7878203251,,Accesibilidad alta,Accesibilidad baja,38.3759421,-0.4954579
7878731222,,Accesibilidad alta,Accesibilidad baja,38.3753695,-0.4952426
7878731223,,Accesibilidad alta,Accesibilidad baja,38.3753587,-0.4952955
7878731429,,Accesibilidad alta,Accesibilidad baja,38.3755085,-0.4955098
7878960944,,Accesibilidad alta,Accesibilidad baja,38.3755484,-0.4959082
7879973702,,Accesibilidad alta,Accesibilidad baja,38.3758676,-0.4960622
7879973703,,Accesibilidad alta,Accesibilidad baja,38.3758734,-0.4960167
7879976893,,Accesibilidad alta,Accesibilidad baja,38.3755445,-0.4955211
7879982490,,Accesibilidad alta,Accesibilidad baja,38.3759458,-0.4954328
7879982491,,Accesibilidad alta,Accesibilidad baja,38.3759384,-0.4954831
7880732753,,Accesibilidad alta,Accesibilidad baja,38.3747819,-0.4904491
7880767038,,Accesibilidad alta,Accesibilidad baja,38.3755396,-0.4959562
7885014170,,Accesibilidad alta,Accesibilidad baja,38.3754197,-0.4960437
7885014171,,Accesibilidad alta,Accesibilidad baja,38.3753868,-0.4960315
7885062966,,Accesibilidad alta,Accesibilidad baja,38.3750112,-0.4957858
7885062967,,Accesibilidad alta,Accesibilidad baja,38.3750189,-0.4957353
7885098005,,Accesibilidad alta,Accesibilidad baja,38.3753175,-0.4958848
7885098006,,Accesibilidad alta,Accesibilidad baja,38.3753248,-0.4958387
7888262232,,Accesibilidad alta,Accesibilidad baja,38.3751365,-0.4972791
7888262233,,Accesibilidad alta,Accesibilidad baja,38.3751091,-0.4972681
7891032763,Cash Quality,Accesibilidad alta,Accesibilidad baja,38.376372,-0.5060028
7891122615,,Accesibilidad alta,Accesibilidad baja,38.3743178,-0.5049803
7891323587,,Accesibilidad alta,Accesibilidad baja,38.376025,-0.4893715
7898673017,,Accesibilidad alta,Accesibilidad baja,38.3757395,-0.4984119
7898673022,,Accesibilidad alta,Accesibilidad baja,38.3757082,-0.4984067
7898673023,,Accesibilidad alta,Accesibilidad baja,38.3756854,-0.4984029
7902804476,,Accesibilidad alta,Accesibilidad baja,38.3734542,-0.4876013
7902804478,,Accesibilidad alta,Accesibilidad baja,38.3734505,-0.4876305
7902804479,,Accesibilidad alta,Accesibilidad baja,38.3734581,-0.4875703
7903300578,,Accesibilidad alta,Accesibilidad baja,38.3733361,-0.4875268
7914288765,,Accesibilidad alta,Accesibilidad baja,38.3758189,-0.4973725
7914288766,,Accesibilidad alta,Accesibilidad baja,38.3758501,-0.4973779
7914288770,,Accesibilidad alta,Accesibilidad baja,38.3757967,-0.4973687
7914288771,,Accesibilidad alta,Accesibilidad baja,38.3758655,-0.4973805
7921511468,,Accesibilidad alta,Accesibilidad baja,38.3759274,-0.4963513
7921511469,,Accesibilidad alta,Accesibilidad baja,38.3759582,-0.4963563
7929166881,,Accesibilidad alta,Accesibilidad baja,38.3769712,-0.48715
7929166884,,Accesibilidad alta,Accesibilidad baja,38.3768428,-0.4871308
7932222843,,Accesibilidad alta,Accesibilidad baja,38.3749705,-0.4867292
7932222845,,Accesibilidad alta,Accesibilidad baja,38.3748922,-0.4867232
7932324953,,Accesibilidad alta,Accesibilidad baja,38.3748812,-0.486794
7932324954,,Accesibilidad alta,Accesibilidad baja,38.3748819,-0.4867565
7932324955,,Accesibilidad alta,Accesibilidad baja,38.3748806,-0.4868243
7932371561,,Accesibilidad alta,Accesibilidad baja,38.3748788,-0.4861202
7932371562,,Accesibilidad alta,Accesibilidad baja,38.3748763,-0.4862049
7932371563,,Accesibilidad alta,Accesibilidad baja,38.3748806,-0.4860606
7939723277,,Accesibilidad alta,Accesibilidad baja,38.3747428,-0.4867156
7939723278,,Accesibilidad alta,Accesibilidad baja,38.3747703,-0.4867177
7939723279,,Accesibilidad alta,Accesibilidad baja,38.374708,-0.486713
7939807837,,Accesibilidad alta,Accesibilidad baja,38.3747846,-0.4862323
7939807838,,Accesibilidad alta,Accesibilidad baja,38.374738,-0.4862291
7939876843,,Accesibilidad alta,Accesibilidad baja,38.3757091,-0.4862589
7947610225,,Accesibilidad alta,Accesibilidad baja,38.3745631,-0.4862056
7947610226,,Accesibilidad alta,Accesibilidad baja,38.3746103,-0.4862085
7947823366,,Accesibilidad alta,Accesibilidad baja,38.3740394,-0.4866721
7947823367,,Accesibilidad alta,Accesibilidad baja,38.374004,-0.4866689
7947823368,,Accesibilidad alta,Accesibilidad baja,38.374069,-0.4866747
7947990839,,Accesibilidad alta,Accesibilidad baja,38.3745686,-0.4867026
7947990840,,Accesibilidad alta,Accesibilidad baja,38.3745301,-0.4866995
7947990841,,Accesibilidad alta,Accesibilidad baja,38.3745967,-0.4867049
7948490341,,Accesibilidad alta,Accesibilidad baja,38.3749535,-0.4860158
7948490343,,Accesibilidad alta,Accesibilidad baja,38.3749775,-0.4860169
7948490344,,Accesibilidad alta,Accesibilidad baja,38.3749114,-0.486014
7948796360,,Accesibilidad alta,Accesibilidad baja,38.3739564,-0.4888176
7948796361,,Accesibilidad alta,Accesibilidad baja,38.373952,-0.4888734
7948796362,,Accesibilidad alta,Accesibilidad baja,38.3740602,-0.4880408
7948796368,,Accesibilidad alta,Accesibilidad baja,38.3740024,-0.4885311
7956261488,,Accesibilidad alta,Accesibilidad baja,38.3746174,-0.4867735
7956261491,,Accesibilidad alta,Accesibilidad baja,38.3746166,-0.4868055
