id,nombre,accesibilidat_total,e4_servicios_higienicos,lat,lon
12635039351,,Accesibilidad media,Accesibilidad baja,38.3696945,-0.4826825
12652869889,,Accesibilidad media,Accesibilidad baja,38.3704607,-0.481298
12652869890,,Accesibilidad media,Accesibilidad baja,38.3705374,-0.4811756
13084191872,Camino de Sabores,Accesibilidad media,Accesibilidad baja,38.3474333,-0.4823879
13242996852,Taberna La Vendimia,Accesibilidad media,Accesibilidad baja,38.3609616,-0.4895266
13245389151,Restaurante Goyo,Accesibilidad media,Accesibilidad baja,38.34005,-0.4900517
13249491589,Maldita Gloria!,Accesibilidad media,Accesibilidad baja,38.348186,-0.4883157
13321554345,Europhone,Accesibilidad media,Accesibilidad baja,38.3611214,-0.4923711
18943651,Universitat d'Alacant / Universidad de Alicante (Campus de Sant Vicent),Accesibilidad media,Accesibilidad baja,38.3849307,-0.5141978
19791022,Polideportivo municipal Stadium,Accesibilidad media,Accesibilidad baja,38.3611393,-0.4245176
22780080,Pla?a dels Estels / Plaza de los Luceros,Accesibilidad media,Accesibilidad baja,38.3460049,-0.490678
22882707,Club Deportivo Montemar,Accesibilidad media,Accesibilidad baja,38.3567191,-0.4756423
25850282,Facultat de Farmacia - Universitat Miguel Hernandez d'Elx,Accesibilidad media,Accesibilidad baja,38.3872224,-0.4354765
190669946,,Accesibilidad media,Accesibilidad baja,38.3550241,-0.4861612
268984824,Smile & Co Hostal,Accesibilidad media,Accesibilidad baja,38.3429579,-0.4867299
432609695,Platja d'Aigua Amarga,Accesibilidad media,Accesibilidad baja,38.299863,-0.5189107
610471313,,Accesibilidad media,Accesibilidad baja,38.2982818,-0.5194534
610471314,Doggy Beach,Accesibilidad media,Accesibilidad baja,38.2987065,-0.5194136
818553113,Carrer del Comte Pedro Franqueza / Calle Conde Pedro Franqueza,Accesibilidad media,Accesibilidad baja,38.3881722,-0.4852195
828567293,Pla?a de la Cruz / Plaza de la Cruz,Accesibilidad media,Accesibilidad baja,38.3759326,-0.4893697
830377808,,Accesibilidad media,Accesibilidad baja,38.3759787,-0.4893804
832947704,,Accesibilidad media,Accesibilidad baja,38.3762246,-0.4878609
833044126,,Accesibilidad media,Accesibilidad baja,38.3764946,-0.4882251
833312420,,Accesibilidad media,Accesibilidad baja,38.3852754,-0.4914436
833314904,,Accesibilidad media,Accesibilidad baja,38.3857107,-0.4910467
838986969,,Accesibilidad media,Accesibilidad baja,38.3694137,-0.4951438
838986972,,Accesibilidad media,Accesibilidad baja,38.3686191,-0.4958198
838986974,,Accesibilidad media,Accesibilidad baja,38.3693309,-0.4959152
838986975,,Accesibilidad media,Accesibilidad baja,38.3692394,-0.4960043
838986978,,Accesibilidad media,Accesibilidad baja,38.3693371,-0.4958837
838986980,,Accesibilidad media,Accesibilidad baja,38.3693011,-0.495936
838986984,,Accesibilidad media,Accesibilidad baja,38.3694417,-0.4952425
838986989,,Accesibilidad media,Accesibilidad baja,38.3694012,-0.4952043
838986990,,Accesibilidad media,Accesibilidad baja,38.369454,-0.495308
838986997,,Accesibilidad media,Accesibilidad baja,38.3689506,-0.494284
838986999,,Accesibilidad media,Accesibilidad baja,38.368966,-0.4941943
838987001,,Accesibilidad media,Accesibilidad baja,38.3687915,-0.4950212
838987006,,Accesibilidad media,Accesibilidad baja,38.3689294,-0.4959193
838987007,,Accesibilidad media,Accesibilidad baja,38.3686384,-0.4957269
839080391,,Accesibilidad media,Accesibilidad baja,38.3695026,-0.4953272
839080393,,Accesibilidad media,Accesibilidad baja,38.3689446,-0.4958376
839080394,,Accesibilidad media,Accesibilidad baja,38.3692495,-0.4959478
840964884,,Accesibilidad media,Accesibilidad baja,38.3748137,-0.4889551
843644036,,Accesibilidad media,Accesibilidad baja,38.3719989,-0.4875787
845844262,Pla?a de la Cruz / Plaza de la Cruz,Accesibilidad media,Accesibilidad baja,38.3759838,-0.4893711
845844263,Pla?a de la Cruz / Plaza de la Cruz,Accesibilidad media,Accesibilidad baja,38.3760068,-0.4893713
852033178,Carrer de la Perla / Calle Perla,Accesibilidad media,Accesibilidad baja,38.3746066,-0.4864594
856929655,,Accesibilidad media,Accesibilidad baja,38.3747844,-0.4866453
859443742,,Accesibilidad media,Accesibilidad baja,38.3734558,-0.4778992
860485037,Avinguda dels Exercits Espanyols / Avenida de los Ejercitos Espa?oles,Accesibilidad media,Accesibilidad baja,38.3696196,-0.4826573
862195130,,Accesibilidad media,Accesibilidad baja,38.3696941,-0.4826832
862841860,Carrer de la Gemma / Calle Gema,Accesibilidad media,Accesibilidad baja,38.3738587,-0.4861802
862841864,,Accesibilidad media,Accesibilidad baja,38.3738982,-0.4861819
862841866,Carrer de la Gemma / Calle Gema,Accesibilidad media,Accesibilidad baja,38.3738819,-0.4861817
862841867,Carrer de la Gemma / Calle Gema,Accesibilidad media,Accesibilidad baja,38.3739096,-0.4861834
911374741,Carrer Benifato / Calle Benifato,Accesibilidad media,Accesibilidad baja,38.3727834,-0.482877
920165206,Carrer del Periodista Francisco Bas Mingot / Calle Periodista Francisco Bas Mingot,Accesibilidad media,Accesibilidad baja,38.3744243,-0.4838955
929369221,Carrer d'Alonso Cano / Calle Alonso Cano,Accesibilidad media,Accesibilidad baja,38.3725206,-0.4829216
929369222,Carrer Benifato / Calle Benifato,Accesibilidad media,Accesibilidad baja,38.3734089,-0.4825953
929369224,Carrer Benifato / Calle Benifato,Accesibilidad media,Accesibilidad baja,38.3732775,-0.4826545
929369225,Carrer Benifato / Calle Benifato,Accesibilidad media,Accesibilidad baja,38.3731246,-0.4827233
1237350429,,Accesibilidad media,Accesibilidad baja,38.3769011,-0.5014637
1237350430,,Accesibilidad media,Accesibilidad baja,38.3768706,-0.5014489
1237350431,,Accesibilidad media,Accesibilidad baja,38.3768252,-0.5014322
1237350432,,Accesibilidad media,Accesibilidad baja,38.3769064,-0.5014618
1237350434,,Accesibilidad media,Accesibilidad baja,38.3768349,-0.5014386
1365368609,,Accesibilidad media,Accesibilidad baja,38.3705412,-0.4811823
1366292597,,Accesibilidad media,Accesibilidad baja,38.3704511,-0.4812972
828564540,Carrer del Doctor Claramunt / Calle Doctor Claramunt,destination,Accesibilidad baja,38.3757517,-0.4895955
