WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,tipo_edifi_val,uso_edifi,uso_edifi_val,proteccio,e1_entrada_ppal,e1_entrada_ppal_val,e1_coste,e2_itinerarios_accesibles,e2_itinerarios_accesibles_val,e2_coste,e3_zonas_atencion_publico,e3_zonas_atencion_publico_val,e3_coste,e4_servicios_higienicos,e4_servicios_higienicos_val,e4_coste,e5_elementos_accesibles,e5_elementos_accesibles_val,e5_coste,accesibilidat_total,accesibilidat_total_val,total_coste,nom_mun,nom_mun_cas,nom_mun_cas_a,nom_mun_val,nom_mun_val_a,noms_mun,comarca,provincia
"POINT (695897.53809395 4371996.23003389)","219",CEIP MARTÍNEZ CULLA,"C/ PADRE DAMIÁN, S/N","46111","1985",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad baja,Accessibilitat baixa,"2470.11",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"52325.79",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"74381.67",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"130153.75",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696754.735010213 4371186.1976289)","220",GUARDERÍA NINOS,"C/ EJERCITO ESPAÑOL, N.º 23 – 2","46111","1975",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"392.70",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"23547.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"24886.76",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696529.846817875 4371528.37259633)","221",CASA DE LA CULTURA,"C/ DR. CORACHÁN, N.º 2","46111","1940",Equipamiento,Equipament,"Cultural, Recreativo","Cultural, Recreatiu",No,Accesibilidad baja,Accessibilitat baixa,"5589.79",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"36183.14",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"57243.05",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696606.766977725 4371871.52880818)","222",SALA CULTURAL EL LAVADERO,"C/ DR. LANUZA, N.º 61","46111","1890",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"484.41",Accesibilidad baja,Accessibilitat baixa,"634.56",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9327.12",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (696407.237 4371601.043)","223",CINE-TEATRO ASTORIA,"C/ CUÑAT CORTÉS, N.º 1 (A)","46111","1950",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"409.15",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"58073.33",Accesibilidad baja,Accessibilitat baixa,"3814.72",Accesibilidad baja,Accessibilitat baixa,"25309.85",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9396.25",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"97003.30",Chiva,Chiva,Chiva,Chiva,Chiva,Chiva,La Hoya de Buñol,València/Valencia
"POINT (680854.251312125 4391723.18933142)","224",CASA CONSISTORIAL,"PLAZA BARONÍA, 1","46112","1986",Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,"1069.15",Accesibilidad baja,Accessibilitat baixa,"3799.30",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad baja,Accessibilitat baixa,"21785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"27600.54",Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia
"POINT (680897.235358625 4391829.7941173)","225",CENTRO DE SALUD,"CALLE MAESTRO AMBLAR, 33","46112","1950",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"1122.66",Accesibilidad baja,Accessibilitat baixa,"2799.30",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"976.18",Accesibilidad baja,Accessibilitat baixa,"16285.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"21184.05",Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia
"POINT (680848.704198362 4391752.85614329)","226",CENTRO SOCIAL POLIVALENTE,"PLAZA BARONÍA, 5","46112","1950",Equipamiento,Equipament,"Educativo, Asistencial, Recreativo","Educatiu, Assistencial, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"514.41",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"41860.54",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"10785.91",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"54137.04",Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia
"POINT (680861.963258769 4391630.84381741)","227","COLEGIO PÚBLICO ""ANTONIO RUEDA""","CALLE TURIA, 3","46112","1965",Equipamiento,Equipament,Educativo,Educatiu,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"919.91",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"39089.62",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"29047.88",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"70003.59",Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia
"POINT (680886.677413841 4391719.96130122)","228",CENTRO DE ACTIVIDADES CULTURALES,"CALLE VÍCTIMAS DEL TERRORISMO, 31","46112","2005",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"704.79",Accesibilidad baja,Accessibilitat baixa,"6938.21",Accesibilidad media,Accessibilitat mitjana,"30.00",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"3742.20",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"25939.14",Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,Chulilla,La Serranía,València/Valencia
"POINT (677718.8559935 4345797.32709195)","229",AYUNTAMIENTO (CONSTR),PLAZA DE LA IGLESIA 14 CORTES DE PALLÁS,"46099","1984",Equipamiento,Equipament,Institucional,Institucional,No,Accesibilidad baja,Accessibilitat baixa,"1122.66",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"26173.29",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"42766.07",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (677772.843277008 4345720.0477257)","230",CONSULTORIO MÉDICO (CONSTR),AVDA. SÁNCHEZ URZAIZ 7 - CORTES,"46099","1950",Equipamiento,Equipament,Sanitario,Sanitari,No,Accesibilidad baja,Accessibilitat baixa,"3255.42",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"23498.13",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"30000.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"64961.70",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (677838.26213838 4345837.52919703)","231",ANTIGUAS ESCUELAS HOGAR DEL JUBILADO (CONSTR),CALLE NUEVA 14 CORTES DE PALLÁS,"46099","1950",Vivienda+equipamiento,Habitatge+equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"13225.46",Accesibilidad baja,Accessibilitat baixa,"6660.99",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"25000.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"53094.60",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (671640.723805584 4355006.14665793)","232",CENTRO SOCIAL VIÑUELAS (CONSTR,ALDEA LAS VIÑUELAS 75,"46099","1980",Equipamiento,Equipament,"Social, Recreativo, Sanitario","Social, Recreatiu, Sanitari",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2092.74",Accesibilidad baja,Accessibilitat baixa,"1534.65",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"11835.54",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (673476.856262187 4354499.44997463)","233",CENTRO SOCIAL LOS HERREROS (CONSTR),ALDEA LOS HERREROS 32,"46099","1988",Equipamiento,Equipament,"Social, Recreativo, Sanitario","Social, Recreatiu, Sanitari",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"251.90",Accesibilidad baja,Accessibilitat baixa,"1444.65",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"9934.70",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (669007.816316843 4354040.4007005)","234",CENTRO SOCIAL LA CABEZUELA (CONSTR),ALDEA LA CABEZUELA 118,"46099","1985",Equipamiento,Equipament,"Sanitario, Social, Recreativo","Sanitari, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1044.41",Accesibilidad baja,Accessibilitat baixa,"3431.16",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"9023.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"14475.69",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (670948.654854435 4354208.6566984)","235",CENTRO SOCIAL CASTILLBLANQUES (CONSTR),ALDEA CASTILLBLANQUES 65,"46099","1984",Equipamiento,Equipament,"Sanitario, Social, Recreativo","Sanitari, Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"787.49",Accesibilidad baja,Accessibilitat baixa,"992.79",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"4518.43",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (685507.713530842 4347680.78857573)","236",CENTRO SOCIAL DE OTONEL (CONSTR),ALDEA OTONEL 13,"46099","1995",Equipamiento,Equipament,Social,Social,No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1271.90",Accesibilidad baja,Accessibilitat baixa,"1805.58",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"11285.63",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (675991.48831528 4352908.84748136)","237",CENTRO SOCIAL (CONSTR),POLÍGONO 9 PARCELA 3(H),"46099","2008",Equipamiento,Equipament,"Social, Recreativo","Social, Recreatiu",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"2787.53",Accesibilidad baja,Accessibilitat baixa,"1131.86",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"6657.54",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (679356.843206536 4352035.23330688)","238",CENTRO SOCIAL EL ORO (CONSTR),ALDEA EL ORO,"46099","2018",Equipamiento,Equipament,"Sanitario, Social, Recreativo, Otro","Sanitari, Social, Recreatiu, Un altre",No,Accesibilidad media,Accessibilitat mitjana,"149.24",Accesibilidad media,Accessibilitat mitjana,"90.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"1185.42",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (679452.825415496 4352120.61499688)","239",ESCUELAS EL ORO (CONSTR),ALDEA DEL ORO 26,"46099","1970",Vivienda+equipamiento,Habitatge+equipament,"Educativo, Social","Educatiu, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"1069.15",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"28070.84",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad baja,Accessibilitat baixa,"14523.94",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"30000.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"74610.11",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (677607.834158197 4345516.88579891)","240",CENTRO CULTURAL EL LAVADERO (CONSTR),CARRETERA LA MUELA 40. CORTES DE PALLÁS,"46099","1940",Equipamiento,Equipament,Cultural,Cultural,No,Accesibilidad baja,Accessibilitat baixa,"2463.00",Accesibilidad media,Accessibilitat mitjana,"117.30",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"946.18",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"10788.45",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (677783.491019657 4345680.85939108)","241",CASA DE LA CULTURA (CONSTR),C/ CONSTITUCIÓN N.º 3 CORTES DE PALLÁS,"46099","1972",Equipamiento,Equipament,"Cultural, Social","Cultural, Social",No,Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"608.25",Accesibilidad baja,Accessibilitat baixa,"3502.96",Accesibilidad baja,Accessibilitat baixa,"976.18",Accesibilidad baja,Accessibilitat baixa,"7261.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad muy baja. Barreras arquitectónicas,Accessibilitat molt baixa. Barreres arquitectòniques,"12349.36",Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,El Valle de Cofrentes-Ayora,València/Valencia
"POINT (731319.492953753 4385578.15993067)","242",CASA CONSISTORIAL,PZ AJUNTAMENT Nº 1,"46204","1979",Equipamiento,Equipament,"Administrativo, Institucional","Administratiu, Institucional",BIC,Accesibilidad baja,Accessibilitat baixa,"1013.75",Accesibilidad baja,Accessibilitat baixa,"250.00",Accesibilidad baja,Accessibilitat baixa,"1892.36",Accesibilidad media,Accessibilitat mitjana,"3523.94",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"6680.05",el Puig de Santa Maria,el Puig de Santa Maria,"Puig de Santa Maria, el",el Puig de Santa Maria,"Puig de Santa Maria, el",el Puig de Santa Maria,l'Horta Nord,València/Valencia
"POINT (731189.009211646 4385497.47509306)","243",CENTRE MUNICIPAL GARCIA LORCA,PZ FEDERICO GARCIA LORCA 1 ES:1 PL:00 PT:01,"46204","1999",Equipamiento,Equipament,"Educativo, Social","Educatiu, Social",No,Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad baja,Accessibilitat baixa,"946.18",Accesibilidad media,Accessibilitat mitjana,"1761.97",Accesibilidad alta,Accessibilitat alta,"0.00",Accesibilidad media,Accessibilitat mitjana,"2708.15",el Puig de Santa Maria,el Puig de Santa Maria,"Puig de Santa Maria, el",el Puig de Santa Maria,"Puig de Santa Maria, el",el Puig de Santa Maria,l'Horta Nord,València/Valencia
